Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_obsservations;nombre_logements;methodologie_production
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;1. Avant 1946;;Appart 4P et plus;5,7;6,9;8,4;10,0;11,0;8,3;470;612;738;850;1110;762;92;210;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;1. Avant 1946;1. Moins 1 an;;6,9;8,2;9,7;11,5;13,1;9,3;374;425;525;655;750;553;60;620;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;1. Avant 1946;2. Un an et plus;;;;;;;;;;;;;;;569;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;2. Entre 1946-1970;;;6,7;8,1;9,5;10,8;12,7;9,1;400;470;587;680;732;577;63;769;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;2. Entre 1946-1970;;Appart 1P;10,3;11,2;12,9;14,3;15,9;13,1;340;356;400;460;470;412;31;87;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;2. Entre 1946-1970;;Appart 2P;6,5;8,6;10,0;12,0;13,1;9,8;360;411;470;540;565;464;47;167;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;2. Entre 1946-1970;;Appart 3P;7,2;8,2;9,6;10,7;11,6;9,4;458;515;600;681;719;596;63;314;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;2. Entre 1946-1970;;Appart 4P et plus;6,3;7,5;8,3;9,6;10,1;8,3;497;600;658;725;790;665;80;201;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;2. Entre 1946-1970;1. Moins 1 an;;7,0;8,3;9,7;11,3;13,1;9,5;400;490;553;648;721;567;60;419;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;2. Entre 1946-1970;2. Un an et plus;;;;;;;;;;;;;;;350;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;3. Entre 1971-1990;;;6,4;8,1;9,5;11,3;12,8;9,1;420;488;580;700;800;607;67;587;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;3. Entre 1971-1990;;Appart 1P;11,4;12,0;12,8;14,4;17,5;13,0;376;386;422;510;567;441;34;67;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;3. Entre 1971-1990;;Appart 2P;8,6;9,8;10,6;12,3;13,6;10,6;400;473;520;560;665;515;48;164;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;3. Entre 1971-1990;;Appart 3P;7,3;8,3;9,6;10,9;11,6;9,4;450;543;600;690;800;626;67;201;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;3. Entre 1971-1990;;Appart 4P et plus;6,0;6,5;8,2;8,9;10,0;8,0;478;565;700;770;897;693;87;155;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;3. Entre 1971-1990;1. Moins 1 an;;7,3;8,3;9,5;11,2;12,7;9,2;400;466;560;680;755;586;63;274;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;3. Entre 1971-1990;2. Un an et plus;;;;;;;;;;;;;;;313;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;4. Entre 1991-2005;;;8,7;9,6;10,7;11,7;13,2;10,5;455;535;648;775;857;666;63;652;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;4. Entre 1991-2005;;Appart 1P;10,4;11,1;12,6;15,8;19,1;13,1;352;372;395;491;538;422;32;58;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;4. Entre 1991-2005;;Appart 2P;10,0;10,6;11,3;12,7;14,9;11,7;457;506;547;605;645;554;47;259;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;4. Entre 1991-2005;;Appart 3P;8,7;9,3;10,4;11,2;11,9;10,2;504;599;709;760;818;676;66;234;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;4. Entre 1991-2005;;Appart 4P et plus;7,9;9,4;9,7;10,7;11,9;9,8;676;775;810;955;1149;883;90;101;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;4. Entre 1991-2005;1. Moins 1 an;;8,4;9,3;10,4;11,7;12,6;10,2;480;533;648;760;890;669;66;348;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;4. Entre 1991-2005;2. Un an et plus;;;;;;;;;;;;;;;304;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;5. Après 2005;;;9,2;9,9;11,5;12,9;14,2;11,2;486;575;682;802;960;718;64;865;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;5. Après 2005;;Appart 1P;;;;;;;;;;;;;;45;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;5. Après 2005;;Appart 2P;10,0;11,5;12,8;13,9;14,5;12,6;450;527;569;610;640;563;45;357;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;5. Après 2005;;Appart 3P;8,5;9,8;10,8;12,1;12,7;10,7;565;655;701;779;860;710;66;337;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;5. Après 2005;;Appart 4P et plus;8,9;9,5;10,3;12,3;12,9;10,8;720;802;936;1040;1419;985;91;126;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;5. Après 2005;1. Moins 1 an;;9,5;10,0;11,5;12,5;13,9;11,3;454;565;664;804;969;716;63;493;;Estimation directe
B6900;2014;Agglomération de Lyon;Périphérie;Appartement;5. Après 2005;2. Un an et plus;;;;;;;;;;;;;;;372;;Estimation directe
B7500;2014;Agglomération parisienne;;;;;;;14,4;18,3;22,5;;17,6;;630;781;1064;;934;53;12992;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;;;Maison 1-3P;;11,5;14,8;18;;14;;600;750;960;;777;56;323;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;;;Maison 4P et plus;;10,1;12,9;15,9;;13,4;;1000;1233;1715;;1448;108;404;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;;;Appart 1P;;18,6;22;26,5;;22;;514;597;690;;604;27;2717;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;;;Appart 2P;;15,4;18,8;22,4;;18,8;;648;750;907;;798;42;4426;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;;;Appart 3P;;13;15,9;19,9;;16,6;;780;946;1247;;1038;63;3221;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;;;Appart 4P et plus;;11,7;15,5;20;;16,7;;948;1372;1956;;1586;95;1901;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;;;Ensemble 1P;;18,6;22;26,5;;22;;513;595;690;;603;27;2732;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;;;Ensemble 2P;;15,4;18,7;22,3;;18,7;;645;750;903;;795;42;4539;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;;;Ensemble 3P;;12,8;15,7;19,6;;16,4;;779;941;1224;;1028;63;3416;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;;;Ensemble 4P et plus;;11,2;14,7;19,3;;16;;959;1339;1890;;1556;98;2305;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;;1. Moins 1 an;;;15,4;19,2;23,9;;18,7;;640;790;1050;;938;50;2213;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;;1. Moins 1 an;Ensemble 1P;;19,2;22,8;27,8;;22,9;;520;600;700;;617;27;540;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;;1. Moins 1 an;Ensemble 2P;;16,1;19,1;23,4;;19,7;;670;779;990;;829;42;806;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;;1. Moins 1 an;Ensemble 3P;;13,6;16,4;20;;17;;820;970;1212;;1065;63;504;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;;1. Moins 1 an;Ensemble 4P et plus;;12;15,3;20,3;;16,7;;1000;1390;2123;;1639;98;363;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;;2. Un an et plus;;;14,2;18;22;;17,3;;627;780;1066;;933;54;10779;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;1. Avant 1946;;;;16,6;20,1;24,6;;19,7;;633;793;1125;;994;51;5473;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;1. Avant 1946;;Ensemble 1P;;20;24,6;29,3;;24,2;;519;600;689;;607;25;1055;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;1. Avant 1946;;Ensemble 2P;;17;20;24;;20,3;;641;760;929;;803;40;2148;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;1. Avant 1946;;Ensemble 3P;;14,6;18,3;21,9;;18,4;;801;1044;1345;;1104;60;1292;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;1. Avant 1946;;Ensemble 4P et plus;;13,6;18,2;22,4;;18,6;;1200;1720;2500;;1956;105;978;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;2. Entre 1946-1970;;;;12,5;15,7;19,4;;15,1;;600;750;956;;837;55;2937;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;2. Entre 1946-1970;;Ensemble 1P;;17,4;19,9;23,8;;20,3;;490;571;689;;586;29;603;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;2. Entre 1946-1970;;Ensemble 2P;;14,2;16,9;20;;17;;611;710;856;;752;44;859;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;2. Entre 1946-1970;;Ensemble 3P;;11,4;14,2;16,9;;14,3;;701;837;1031;;891;63;903;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;2. Entre 1946-1970;;Ensemble 4P et plus;;9,9;12,3;15,2;;12,9;;770;1000;1390;;1148;89;572;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;3. Entre 1971-1990;;;;13,3;16,8;20,6;;16,1;;608;755;1006;;877;55;2440;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;3. Entre 1971-1990;;Ensemble 1P;;17,7;20,6;24,8;;20,5;;505;592;680;;600;29;671;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;3. Entre 1971-1990;;Ensemble 2P;;13,8;16,4;19,7;;16,9;;642;744;888;;785;47;746;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;3. Entre 1971-1990;;Ensemble 3P;;11,8;14,1;17,8;;15;;777;931;1178;;1011;68;607;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;3. Entre 1971-1990;;Ensemble 4P et plus;;10,4;13,4;17,2;;14,1;;950;1224;1730;;1334;95;416;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;4. Entre 1991-2005;;Ensemble 1P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;4. Entre 1991-2005;;Ensemble 2P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;4. Entre 1991-2005;;Ensemble 3P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;4. Entre 1991-2005;;Ensemble 4P et plus;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;5. Après 2005;;;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;5. Après 2005;;Ensemble 1P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;5. Après 2005;;Ensemble 2P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;5. Après 2005;;Ensemble 3P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;;5. Après 2005;;Ensemble 4P et plus;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Maison;;;;;10,4;13,6;16,7;;13,6;;750;1004;1424;;1184;87;727;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;;;;;14,8;18,6;22,8;;18;;625;772;1035;;918;51;12265;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;;;Appart 1P;;18,6;22;26,5;;22;;515;597;690;;604;27;2717;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;;;Appart 2P;;15,4;18,8;22,4;;18,8;;649;750;907;;798;42;4426;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;;;Appart 3P;;13;15,9;19,9;;16,6;;780;946;1247;;1038;63;3221;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;;;Appart 4P et plus;;11,7;15,5;20;;16,7;;948;1372;1956;;1586;95;1901;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;;1. Moins 1 an;;;15,8;19,5;24;;19;;635;780;1030;;919;48;2095;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;;1. Moins 1 an;Appart 1P;;19,2;22,8;27,8;;22,9;;522;600;700;;618;27;536;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;;1. Moins 1 an;Appart 2P;;16,2;19,4;23,6;;19,9;;674;790;997;;834;42;783;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;;1. Moins 1 an;Appart 3P;;13,7;16,5;20,5;;17,2;;823;976;1250;;1073;63;481;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;;1. Moins 1 an;Appart 4P et plus;;11,6;15,9;20,9;;17,3;;994;1284;2183;;1635;95;295;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;1. Avant 1946;;;;17;20,5;24,8;;20,1;;630;786;1112;;982;49;5148;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;2. Entre 1946-1970;;;;12,9;16,1;19,8;;15,6;;597;737;922;;812;52;2747;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;3. Entre 1971-1990;;;;13,6;17,1;20,9;;16,5;;600;750;992;;860;52;2333;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;5. Après 2005;;;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;1. Avant 1946;;Appart 1P;;20;24,6;29,3;;24,2;;520;600;690;;608;25;1051;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;1. Avant 1946;;Appart 2P;;17,1;20,1;24,3;;20,4;;646;761;931;;806;40;2096;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;1. Avant 1946;;Appart 3P;;14,8;18,4;22,3;;18,7;;810;1052;1350;;1117;60;1196;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;1. Avant 1946;;Appart 4P et plus;;14,5;18,8;22,8;;19,4;;1270;1800;2549;;2024;104;805;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;2. Entre 1946-1970;;Appart 1P;;17,3;19,8;23,8;;20,3;;490;572;689;;586;29;598;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;2. Entre 1946-1970;;Appart 2P;;14,3;16,9;20;;17;;617;710;860;;755;44;834;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;2. Entre 1946-1970;;Appart 3P;;11,6;14,2;16,9;;14,4;;707;841;1048;;897;62;848;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;2. Entre 1946-1970;;Appart 4P et plus;;9,9;12,6;15,4;;13,2;;753;955;1339;;1097;83;467;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;3. Entre 1971-1990;;Appart 1P;;17,7;20,7;24,8;;20,5;;509;598;680;;602;29;666;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;3. Entre 1971-1990;;Appart 2P;;13,9;16,4;19,8;;16,9;;642;745;888;;785;47;730;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;3. Entre 1971-1990;;Appart 3P;;12;14,2;17,9;;15,1;;780;940;1202;;1021;67;582;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;3. Entre 1971-1990;;Appart 4P et plus;;11,3;14,4;18,8;;14,7;;906;1236;1737;;1335;91;355;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;4. Entre 1991-2005;;Appart 1P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;4. Entre 1991-2005;;Appart 2P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;4. Entre 1991-2005;;Appart 3P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;4. Entre 1991-2005;;Appart 4P et plus;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;5. Après 2005;;Appart 1P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;5. Après 2005;;Appart 2P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;5. Après 2005;;Appart 3P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;;Appartement;5. Après 2005;;Appart 4P et plus;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;;;;;19,8;22,7;26,2;;22,1;;696;903;1291;;1109;50;3799;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;;;Maison 4P et plus;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;;;Appart 1P;;22;25,6;29,5;;25,4;;572;650;737;;661;26;1001;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;;;Appart 2P;;19,8;22,5;25,5;;22,4;;741;897;1091;;925;41;1331;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;;;Appart 3P;;18,3;21,2;23,9;;21,1;;1077;1287;1516;;1319;63;767;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;;;Appart 4P et plus;;17,9;20,7;23,9;;21,1;;1619;1999;2630;;2271;108;683;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;;;Ensemble 1P;;22;25,6;29,5;;25,4;;572;650;737;;661;26;1001;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;;;Ensemble 2P;;19,8;22,5;25,5;;22,4;;741;897;1090;;925;41;1333;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;;;Ensemble 3P;;18,3;21,2;23,9;;21,1;;1077;1287;1516;;1319;63;767;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;;;Ensemble 4P et plus;;17,9;20,7;23,9;;21,1;;1620;2040;2646;;2292;109;698;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;;1. Moins 1 an;;;21,7;24,4;27,8;;24,2;;700;961;1245;;1122;46;630;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;;1. Moins 1 an;Ensemble 1P;;22,8;26,5;32;;26,6;;586;670;745;;684;26;195;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;;1. Moins 1 an;Ensemble 2P;;21,7;24,3;27,5;;24,3;;840;1000;1100;;996;41;227;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;;1. Moins 1 an;Ensemble 3P;;19,9;22,7;24,8;;22,6;;1150;1325;1523;;1396;62;108;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;;1. Moins 1 an;Ensemble 4P et plus;;20,8;23,2;25,5;;23,6;;1999;2512;2850;;2646;112;100;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;;2. Un an et plus;;;19,2;22,2;25,8;;21,7;;691;897;1297;;1106;51;3169;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;1. Avant 1946;;;;19,9;23;26,4;;22,4;;686;897;1295;;1121;50;2519;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;1. Avant 1946;;Ensemble 1P;;22,6;26,4;31,1;;26,2;;552;635;714;;643;25;572;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;1. Avant 1946;;Ensemble 2P;;19,8;22,8;25,8;;22,5;;725;857;1030;;893;40;958;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;1. Avant 1946;;Ensemble 3P;;18,5;21,4;24,2;;21,4;;1050;1258;1506;;1303;61;513;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;1. Avant 1946;;Ensemble 4P et plus;;18,2;21;24,3;;21,4;;1692;2200;2845;;2430;113;476;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;2. Entre 1946-1970;;;;18,8;21,5;24,2;;20,7;;700;892;1200;;1008;49;487;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;2. Entre 1946-1970;;Ensemble 1P;;21;23,3;28,5;;23,6;;612;689;774;;685;29;167;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;2. Entre 1946-1970;;Ensemble 2P;;19,1;21,7;23,6;;21,2;;843;1000;1130;;999;47;145;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;2. Entre 1946-1970;;Ensemble 3P;;16,7;19,8;22,2;;19,4;;1105;1236;1356;;1229;63;95;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;2. Entre 1946-1970;;Ensemble 4P et plus;;15,5;19,3;21;;18,6;;1306;1610;1981;;1715;92;80;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;3. Entre 1971-1990;;;;19,3;21,7;25,6;;21,2;;668;856;1225;;1010;48;562;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;3. Entre 1971-1990;;Ensemble 1P;;21,3;24,1;26,8;;23,9;;600;668;756;;681;29;213;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;3. Entre 1971-1990;;Ensemble 2P;;18,9;21;23,1;;21,3;;885;990;1104;;1033;48;153;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;3. Entre 1971-1990;;Ensemble 3P;;16,7;19,9;22,5;;19,6;;1114;1316;1582;;1395;71;116;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;3. Entre 1971-1990;;Ensemble 4P et plus;;16,6;19,3;21,8;;19,3;;1424;1748;1882;;1785;93;80;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;4. Entre 1991-2005;;Ensemble 1P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;4. Entre 1991-2005;;Ensemble 2P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;4. Entre 1991-2005;;Ensemble 3P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;4. Entre 1991-2005;;Ensemble 4P et plus;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;5. Après 2005;;;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;5. Après 2005;;Ensemble 1P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;5. Après 2005;;Ensemble 2P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;5. Après 2005;;Ensemble 3P;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
B7500;2014;Agglomération parisienne;Ville centre;;5. Après 2005;;Ensemble 4P et plus;;;;;;;;;;;;;;;;Estimation par panel (méthode OLAP validée CNIS)
